,file_path,pitch_id,pitch_type,pitch_result,action,hit_id,stroke,event_len,game_score,inning,inning_outs,play_outs,count_appearance,count_play,batter
306,anonymized-files-wisd/12345634_8772.jsonl,eb711b9b-4a94-45ec-835a-3f5d2a3a9ae5,FourSeamFastball,HitIntoPlay,{},717670f1-86e2-465b-a8cf-46a41d860b2d,{},1,9 - 0,7,2,1,1 - 2,0 - 0,{'mlbId': 360906992}
307,anonymized-files-wisd/12345634_8840.jsonl,de300165-0f3c-475f-86db-37078a7079ee,Slider,HitIntoPlay,{},449037c4-b0b3-4786-83f4-578092ef14b2,{},1,9 - 0,6,1,1,0 - 1,0 - 0,{'mlbId': 474808052}
308,anonymized-files-wisd/12345634_8961.jsonl,f6ae6cbc-afb2-47f1-b659-774671fecbe1,Sinker,Strike,{},{},{},0,7 - 0,5,0,1,3 - 2,0 - 1,
309,anonymized-files-wisd/12345634_9516.jsonl,51e24e76-41af-49db-a900-58a91fbb1965,Sinker,Ball,Called,{},{},0,2 - 0,3,2,0,1 - 0,1 - 0,
310,anonymized-files-wisd/12345634_9577.jsonl,11d88ece-2b9e-4f76-8c80-36bb2523abe3,Slider,Strike,{},{},{},0,7 - 0,5,0,1,1 - 2,0 - 1,
311,anonymized-files-wisd/12345634_9751.jsonl,da0a14ee-91e0-4924-ad9a-2d39318ef7de,FourSeamFastball,Strike,Called,{},{},0,9 - 0,7,0,1,2 - 2,0 - 1,
312,anonymized-files-wisd/12345636_10170.jsonl,ad7f09a0-4cd4-45bf-8893-af24e5199e77,{},Strike,{},{},{},0,5 - 0,7,2,0,0 - 1,0 - 1,
313,anonymized-files-wisd/12345636_10225.jsonl,327468f2-3982-44d2-86c4-b0db13bc32f1,{},Strike,Called,{},{},0,2 - 0,3,1,0,0 - 1,0 - 1,
314,anonymized-files-wisd/12345636_10379.jsonl,41ed9163-1353-4a6f-8d1a-591f542dde85,{},Strike,Foul,4044b8ad-4b13-4e15-bf57-98a1d20f0f23,{},1,6 - 3,9,2,0,0 - 1,0 - 1,{'mlbId': 474808052}
315,anonymized-files-wisd/12345636_10380.jsonl,6f15c7fa-df4c-41bd-aa50-dc28eb6237c3,{},Ball,Called,{},{},0,5 - 0,7,0,0,2 - 0,1 - 0,
316,anonymized-files-wisd/12345636_10404.jsonl,1dad5857-04ab-46cd-8131-ecdf05fee0fa,{},Ball,Called,{},{},0,3 - 0,4,2,0,1 - 0,1 - 0,
317,anonymized-files-wisd/12345636_10679.jsonl,f7869846-8a10-4ea2-96b1-10321bec884c,{},HitIntoPlay,{},a82ae631-bec6-433e-a7ae-330f32a348c8,{},1,5 - 1,8,1,0,0 - 2,0 - 0,{'mlbId': 174158975}
318,anonymized-files-wisd/12345636_1085.jsonl,71b0da2c-6e2e-496f-b748-658969fe5859,{},Strike,Called,{},{},0,1 - 0,2,0,0,0 - 1,0 - 1,
319,anonymized-files-wisd/12345636_10867.jsonl,7957eaea-331b-4b2a-b8d5-8e6c488433bc,{},Strike,Foul,421f01fd-2278-4e66-9031-f2ef18f4bdbc,{},1,6 - 3,9,1,0,0 - 2,0 - 0,{'mlbId': 485007791}
320,anonymized-files-wisd/12345636_1109.jsonl,a91648e2-d0ad-483e-ab29-7ad121608365,{},Strike,Foul,9fb1c82f-904c-4989-b70c-0f6bc7266c92,{},1,2 - 0,4,2,0,2 - 2,0 - 0,{'mlbId': 459722179}
321,anonymized-files-wisd/12345636_11177.jsonl,fd53dbd9-6a53-46d7-ab3e-c73bf1a826ea,{},Ball,Called,{},{},0,1 - 0,2,2,0,2 - 2,1 - 0,
322,anonymized-files-wisd/12345636_11534.jsonl,3d6d0aed-eb37-4b88-90e6-9c0daece390b,{},Strike,{},{},{},0,6 - 1,8,2,0,0 - 0,0 - 1,
323,anonymized-files-wisd/12345636_11657.jsonl,db82ba8f-d64d-40ee-a7f8-cdc672515ff3,{},Strike,Called,{},{},0,2 - 0,2,1,0,0 - 1,0 - 1,
324,anonymized-files-wisd/12345636_11753.jsonl,48adb0f4-6055-4e0a-a308-1a98eba58203,{},HitIntoPlay,{},ca663ed8-d834-4957-93db-e98c28270b6a,{},1,5 - 0,8,0,0,0 - 0,0 - 0,{'mlbId': 485007791}
325,anonymized-files-wisd/12345636_1182.jsonl,a4b3779b-1fbf-4b28-87b6-8dfe8b061647,{},Strike,FoulTip,{},{},0,4 - 0,5,0,1,0 - 2,0 - 1,
326,anonymized-files-wisd/12345636_11895.jsonl,6de1eb51-9dc4-40a4-8ae8-c4a8a4a32a58,{},Ball,Called,{},{},0,2 - 0,3,1,0,0 - 2,1 - 0,
327,anonymized-files-wisd/12345636_11974.jsonl,fe001d90-8e80-49d3-abc0-c8f966228186,{},Strike,Foul,44426b95-8770-4dd9-8268-bec23dd9eb44,{},1,2 - 0,4,2,0,3 - 2,0 - 0,{'mlbId': 290569727}
328,anonymized-files-wisd/12345636_12134.jsonl,548225d2-01dc-4c41-9f2e-aa68617010be,{},Ball,Called,{},{},0,5 - 1,8,1,0,0 - 0,1 - 0,
329,anonymized-files-wisd/12345636_12516.jsonl,3f86c240-59de-467f-81d6-c704b1eed529,{},Strike,Called,{},{},0,2 - 0,4,2,1,3 - 2,0 - 1,
330,anonymized-files-wisd/12345636_13529.jsonl,6239ce01-896a-4812-b83f-1a3a3db99546,{},Strike,Foul,{},{},0,4 - 0,5,0,0,1 - 2,0 - 0,
331,anonymized-files-wisd/12345636_13574.jsonl,c144ba94-df74-4813-a9b8-7e6a87c8bc33,{},HitIntoPlay,{},af219680-da54-4e43-8ea5-3ea020f3bc2d,{},1,2 - 0,3,1,1,1 - 0,0 - 0,{'mlbId': 223971350}
332,anonymized-files-wisd/12345636_13946.jsonl,5e10f6d2-5498-44d0-b8ac-3a8c04f827d2,{},Ball,Called,{},{},0,1 - 0,2,1,0,1 - 2,1 - 0,
333,anonymized-files-wisd/12345636_13989.jsonl,7a35947e-559d-431e-9a7f-f5d722d33d29,{},Strike,Called,{},{},0,1 - 0,2,1,1,2 - 2,0 - 1,
334,anonymized-files-wisd/12345636_14743.jsonl,81116cbb-6b7a-48da-8da5-27eb52fc71d5,{},HitIntoPlay,{},8ae0d741-a57b-4dac-bda8-4bf47c3bde99,{},1,5 - 0,5,2,1,0 - 2,0 - 0,{'mlbId': 719210239}
335,anonymized-files-wisd/12345636_15097.jsonl,c012e9c4-26ab-4042-ad9e-1058bdf63665,{},Strike,{},{},{},0,5 - 0,8,0,0,1 - 1,0 - 1,
336,anonymized-files-wisd/12345636_15127.jsonl,a9f675e3-475a-4db0-9e61-a4851296d912,{},Ball,Called,{},{},0,5 - 0,7,1,0,0 - 1,1 - 0,
337,anonymized-files-wisd/12345636_15243.jsonl,43df7f6e-54ae-4e37-98d4-79ba387222d0,{},Strike,Called,{},{},0,5 - 0,6,0,0,0 - 0,0 - 1,
338,anonymized-files-wisd/12345636_15300.jsonl,6742cfe6-e333-4084-860e-858b501671f1,{},Strike,Foul,0af5d47b-0d1d-43d2-aaaa-24d3d6a8586b,{},1,6 - 3,9,2,0,1 - 2,0 - 0,{'mlbId': 474808052}
339,anonymized-files-wisd/12345636_15748.jsonl,6d43c19a-7a64-46a6-bb08-defe9037c516,{},Strike,Foul,10df367e-4851-48e3-a409-4498f6e287b0,{},1,6 - 3,9,2,0,0 - 0,0 - 1,{'mlbId': 474808052}
340,anonymized-files-wisd/12345636_15891.jsonl,3ba2c0f1-8f16-43e8-883f-1ffcc52429d0,{},Strike,Foul,21f02c63-2c00-45f8-8c70-ccd911c42fa4,{},1,4 - 0,5,0,0,0 - 1,0 - 1,{'mlbId': 451871192}
341,anonymized-files-wisd/12345636_15955.jsonl,{},{},Pickoff,ThrowToSecond,{},{},0,4 - 0,5,1,0,1 - 0,0 - 0,
342,anonymized-files-wisd/12345636_1632.jsonl,d78a566a-3425-404a-b5a1-ae088696a4a1,{},Strike,{},{},{},0,5 - 0,6,1,0,0 - 1,0 - 1,
343,anonymized-files-wisd/12345636_1647.jsonl,5d207571-c80e-48c7-8063-e9f4c3217c6a,{},Ball,Called,{},{},0,2 - 0,3,1,0,1 - 0,1 - 0,
344,anonymized-files-wisd/12345636_16527.jsonl,ca2d438f-eda6-4c2a-9dca-3f729c2da789,{},Ball,Called,{},{},0,5 - 0,7,2,0,1 - 0,1 - 0,
345,anonymized-files-wisd/12345636_1668.jsonl,423d0006-71d4-452f-b181-bc93a3174dad,{},Strike,Foul,e31d39c6-9830-46b7-93f4-3e7829c2d016,{},1,1 - 0,2,0,0,2 - 1,0 - 1,{'mlbId': 805688901}
346,anonymized-files-wisd/12345636_16732.jsonl,319780cd-34c2-4dfe-9154-126184b54c3d,{},Strike,Blocked,{},{},0,0 - 0,1,2,1,2 - 2,0 - 1,
347,anonymized-files-wisd/12345636_16753.jsonl,dca2c099-0580-4754-b620-9c618c03598e,{},Ball,Called,{},{},0,2 - 0,4,2,0,2 - 2,1 - 0,
348,anonymized-files-wisd/12345636_16890.jsonl,a4e98d1e-5e60-440b-a02f-7600e9aca7a5,{},Ball,Called,{},{},0,6 - 2,9,0,0,1 - 1,1 - 0,
349,anonymized-files-wisd/12345636_17128.jsonl,a0f2fa63-0478-4445-946b-91a021f0e140,{},Strike,Called,{},{},0,2 - 0,2,1,0,0 - 0,0 - 1,
350,anonymized-files-wisd/12345636_17347.jsonl,d98461d3-fbfa-4fd5-815a-27f7f9ef43f6,{},Strike,Foul,d7f131ca-6ef0-45f7-ac29-c5707acee889,{},1,0 - 0,1,0,0,1 - 2,0 - 0,{'mlbId': 485007791}
351,anonymized-files-wisd/12345636_1737.jsonl,36739ab3-dfc8-461a-935b-1473d1adf7a4,{},Ball,Called,{},{},0,6 - 1,9,0,0,1 - 0,1 - 0,
352,anonymized-files-wisd/12345636_1762.jsonl,9ac6f971-4def-41c4-a1ff-c28d10ba7ee1,{},Ball,Called,{},{},0,5 - 1,8,1,0,3 - 1,1 - 0,
353,anonymized-files-wisd/12345636_17708.jsonl,f736c1db-cffa-479d-a24b-e3eb659a27a1,{},Strike,Foul,69036f83-9e9d-4f80-af11-a843e94e1e55,{},1,5 - 0,7,1,0,1 - 1,0 - 1,{'mlbId': 849653732}
354,anonymized-files-wisd/12345636_17773.jsonl,55c924f8-ba65-4d15-8336-b8ea22499270,{},Strike,Foul,{},{},0,2 - 0,4,0,0,1 - 1,0 - 1,
355,anonymized-files-wisd/12345636_178.jsonl,6fea2ea6-291d-47cf-a077-9a4965cf052c,{},Strike,Called,{},{},0,3 - 0,4,0,0,0 - 0,0 - 1,
356,anonymized-files-wisd/12345636_1784.jsonl,98571d48-77a7-4144-b725-26233c13b6af,{},HitIntoPlay,{},7a179109-6609-41ac-a215-eaa44e367e48,{},1,2 - 0,3,2,1,0 - 0,0 - 0,{'mlbId': 797957728}
357,anonymized-files-wisd/12345636_1792.jsonl,d2ac4441-c590-4e7b-ad69-76b4c059feb9,{},Strike,Foul,{},{},0,2 - 0,4,2,0,2 - 2,0 - 0,
358,anonymized-files-wisd/12345636_17939.jsonl,4c1a0a58-7a66-4690-845f-f831b493bcd1,{},Ball,BallInDirt,{},{},0,6 - 2,9,0,0,1 - 2,1 - 0,
359,anonymized-files-wisd/12345636_18070.jsonl,6a1351e0-1512-42c5-bc37-c8ace47d5757,{},HitIntoPlay,{},75db042c-a1c1-4dc6-966a-46fac51aaeb3,{},1,5 - 0,6,2,1,0 - 0,0 - 0,{'mlbId': 459722179}
360,anonymized-files-wisd/12345636_18269.jsonl,dafa2535-2631-45d5-97f1-a76384289c48,{},Ball,Called,{},{},0,4 - 0,5,0,0,0 - 1,1 - 0,
361,anonymized-files-wisd/12345636_18366.jsonl,b013a8dc-1733-42c7-bbdb-0caabf14c87e,{},Strike,Foul,7d2cac56-10fc-4378-8b9e-facc6800a444,{},1,6 - 3,9,1,0,0 - 2,0 - 0,{'mlbId': 485007791}
362,anonymized-files-wisd/12345636_18417.jsonl,5983bfdd-b922-409c-b53e-97c1d9225463,{},Ball,BallInDirt,{},{},0,6 - 2,9,0,0,2 - 2,1 - 0,
363,anonymized-files-wisd/12345636_18532.jsonl,ec5bc7d0-d836-44fa-9e37-c64b6d157583,{},Ball,Called,{},{},0,5 - 1,8,1,0,1 - 0,1 - 0,
364,anonymized-files-wisd/12345636_18762.jsonl,79613d01-c854-42c1-90c0-0beabbde303b,{},HitIntoPlay,{},6b385da5-3478-4f27-96a6-57b5a46e6f90,{},1,0 - 0,1,0,0,1 - 2,0 - 0,{'mlbId': 505414610}
365,anonymized-files-wisd/12345636_18991.jsonl,{},{},Pickoff,ThrowToFirst,{},{},0,3 - 0,4,0,0,1 - 2,0 - 0,
366,anonymized-files-wisd/12345636_19576.jsonl,b3e032a5-0362-460c-924c-119baff8e439,{},Strike,{},{},{},0,5 - 0,7,0,0,0 - 0,0 - 1,
367,anonymized-files-wisd/12345636_19726.jsonl,092e29b2-ce71-44fe-a438-ebcd937eec3d,{},Strike,Foul,edea42da-559f-48ce-85ea-874f41caa944,{},1,6 - 3,9,1,0,0 - 1,0 - 1,{'mlbId': 485007791}
368,anonymized-files-wisd/12345636_19837.jsonl,67481ee7-2d5d-4682-abbb-bdf3825340a7,{},Strike,Called,{},{},0,5 - 0,6,0,0,0 - 1,0 - 1,
369,anonymized-files-wisd/12345636_1994.jsonl,f99751b1-6f48-4deb-b165-1da3b163598b,{},Strike,Called,{},{},0,5 - 1,8,1,0,0 - 0,0 - 1,
370,anonymized-files-wisd/12345636_19977.jsonl,ac6750fd-e1c9-42c2-9232-a493a4498b6a,{},Strike,Called,{},{},0,5 - 0,6,1,0,0 - 0,0 - 1,
371,anonymized-files-wisd/12345636_20006.jsonl,e9467cce-f96b-4bde-b191-4b50835176d0,{},Strike,Foul,{},{},0,6 - 3,9,2,0,1 - 2,0 - 0,
372,anonymized-files-wisd/12345636_20235.jsonl,47488937-09c2-4bca-b747-f9ea86ba94ce,{},Strike,{},{},{},0,2 - 0,4,0,0,0 - 1,0 - 1,
373,anonymized-files-wisd/12345636_20510.jsonl,9ddebf6a-3208-400b-966f-a880f3c0dea8,{},Ball,BallInDirt,{},{},0,2 - 0,4,2,0,1 - 2,1 - 0,
374,anonymized-files-wisd/12345636_21064.jsonl,da39e7cd-a6f5-4acf-b341-32514df674d8,{},Ball,Called,{},{},0,5 - 1,8,1,0,2 - 0,1 - 0,
375,anonymized-files-wisd/12345636_21198.jsonl,df5f2303-5370-458d-b019-1b6fc7f7660c,{},Ball,Called,{},{},0,5 - 0,6,1,0,0 - 2,1 - 0,
376,anonymized-files-wisd/12345636_21334.jsonl,bcb57c0e-b1d7-4958-9349-1092cde076fb,{},HitIntoPlay,{},a44f0611-618d-41dd-bb9b-089140c3f317,{},1,2 - 0,4,0,0,1 - 2,0 - 0,{'mlbId': 719210239}
377,anonymized-files-wisd/12345636_21568.jsonl,34774b88-1078-4ebb-a606-a1a2d4d8afd1,{},HitIntoPlay,{},4ac44bfc-ca74-4805-99e1-1928cd9eeee1,{},1,4 - 0,5,2,0,0 - 2,0 - 0,{'mlbId': 797957728}
378,anonymized-files-wisd/12345636_21709.jsonl,aed7645f-a86c-4119-b47c-93681c3c5ff3,{},Strike,Foul,6798cf87-c296-4695-8bc4-743656036b3d,{},1,6 - 2,9,0,0,3 - 2,0 - 0,{'mlbId': 654287703}
379,anonymized-files-wisd/12345636_21919.jsonl,c0a25980-87a9-4d17-aff0-86b05d49f265,{},Ball,Called,{},{},0,3 - 0,4,1,0,1 - 0,1 - 0,
380,anonymized-files-wisd/12345636_22060.jsonl,b4849204-12ac-4492-b7bc-1e4c3f13fb3e,{},Strike,Called,{},{},0,5 - 0,8,0,1,1 - 2,0 - 1,
381,anonymized-files-wisd/12345636_22273.jsonl,5cc5c270-3815-47c9-8e1e-8c9b233ec623,{},HitIntoPlay,{},2a03fa9b-68a4-4602-bd82-93eef7b746e0,{},1,4 - 0,5,1,1,2 - 2,0 - 0,{'mlbId': 505414610}
382,anonymized-files-wisd/12345636_22360.jsonl,ec5d5bb0-702a-45c2-ad1c-848438bae83c,{},HitIntoPlay,{},440d19e8-caa0-48ab-a8b8-8d3bf249e399,{},1,5 - 1,8,1,0,0 - 0,0 - 0,{'mlbId': 719210239}
383,anonymized-files-wisd/12345636_22626.jsonl,614a684b-68e1-41ee-b07c-4319f704dfca,{},Strike,{},{},{},0,4 - 0,5,1,0,0 - 0,0 - 1,
384,anonymized-files-wisd/12345636_22657.jsonl,ae2f8cfe-934d-486d-86f9-b05b6dcc8ffb,{},Ball,Called,{},{},0,1 - 0,2,1,0,0 - 0,1 - 0,
385,anonymized-files-wisd/12345636_227.jsonl,ae61dde1-8b05-4415-8f34-3b7490ccce2c,{},Ball,Called,{},{},0,2 - 0,3,2,0,0 - 2,1 - 0,
386,anonymized-files-wisd/12345636_22823.jsonl,7ae42d70-67cd-4cd8-b356-245d75b0b56f,{},Ball,Called,{},{},0,2 - 0,3,1,0,0 - 0,1 - 0,
387,anonymized-files-wisd/12345636_23052.jsonl,b07f4853-ee2d-4795-b6d3-db8bcd2a353e,{},Strike,{},{},{},0,6 - 1,8,2,1,0 - 2,0 - 1,
388,anonymized-files-wisd/12345636_23364.jsonl,1f20f3d9-e2e9-413e-b49f-d9d99b45230a,{},Ball,Called,{},{},0,1 - 0,2,0,0,2 - 2,1 - 0,
389,anonymized-files-wisd/12345636_23375.jsonl,446d16ca-4d7c-47cd-b29e-9d54a39b7169,{},Strike,Foul,{},{},0,1 - 0,2,1,0,0 - 0,0 - 1,
390,anonymized-files-wisd/12345636_2354.jsonl,cca58e50-addb-45b7-9274-78b2e4902326,{},HitIntoPlay,{},93eaad69-2633-44cb-9a3f-68f05f34d5b4,{},1,6 - 1,9,0,0,1 - 1,0 - 0,{'mlbId': 290569727}
391,anonymized-files-wisd/12345636_23696.jsonl,22e8d37b-8f76-4473-a926-395baafdc49b,{},HitIntoPlay,{},09435422-7870-44d4-9ae5-6a1613ec5ad2,{},1,4 - 0,5,1,0,1 - 0,0 - 0,{'mlbId': 654287703}
392,anonymized-files-wisd/12345636_23742.jsonl,9b43b2f7-a2b6-481b-93b9-fd1f6bce778c,{},Strike,Called,{},{},0,1 - 0,2,0,0,0 - 0,0 - 1,
393,anonymized-files-wisd/12345636_24009.jsonl,e3310153-6f62-4192-afc8-7f012a0892d6,{},Ball,Called,{},{},0,0 - 0,1,0,0,2 - 2,1 - 0,
394,anonymized-files-wisd/12345636_24265.jsonl,25f2e145-de19-4790-b658-4f09828e11a3,{},Strike,{},{},{},0,5 - 0,7,1,0,0 - 0,0 - 1,
395,anonymized-files-wisd/12345636_24470.jsonl,2ced7823-c9e2-4376-8748-9500e147a418,{},Strike,Called,{},{},0,2 - 0,4,2,0,1 - 1,0 - 1,
396,anonymized-files-wisd/12345636_2455.jsonl,{},{},Pickoff,ThrowToFirst,{},{},0,3 - 0,4,0,0,0 - 1,0 - 0,
397,anonymized-files-wisd/12345636_24726.jsonl,385f0e10-8943-4558-83fe-6a11e0517933,{},HitIntoPlay,{},205b74ab-0b70-4f37-92de-effc8ebcbd72,{},1,5 - 0,6,2,1,1 - 1,0 - 0,{'mlbId': 618024297}
398,anonymized-files-wisd/12345636_24775.jsonl,e309c520-08ef-4b03-b24e-17ea1dddbdbc,{},Ball,Called,{},{},0,2 - 0,4,2,0,3 - 2,1 - 0,
399,anonymized-files-wisd/12345636_24850.jsonl,cf620429-927d-4718-ac57-8911d388a041,{},Ball,Called,{},{},0,2 - 0,3,0,0,0 - 0,1 - 0,
400,anonymized-files-wisd/12345636_2512.jsonl,1f4d2254-765f-4bfa-a9a8-7dd481a5ad0f,{},Ball,Called,{},{},0,4 - 0,5,1,0,0 - 0,1 - 0,
401,anonymized-files-wisd/12345636_25287.jsonl,6bfa9ba9-75a2-46d3-91b3-65b4fe530ba5,{},Ball,BallInDirt,{},{},0,2 - 0,4,1,0,0 - 0,1 - 0,
402,anonymized-files-wisd/12345636_25670.jsonl,98ce8f56-4cd8-4258-b965-41dec78ea9fb,{},Ball,Called,{},{},0,2 - 0,3,0,0,1 - 2,1 - 0,
403,anonymized-files-wisd/12345636_26313.jsonl,abf7d9f3-705d-4ace-bcc4-3c5a4e2c2358,{},Ball,Called,{},{},0,0 - 0,1,0,0,0 - 1,1 - 0,
404,anonymized-files-wisd/12345636_26384.jsonl,8a844acf-d085-4e8f-8b71-cbcd988ffecd,{},Strike,{},{},{},0,1 - 0,2,0,0,1 - 0,0 - 1,
405,anonymized-files-wisd/12345636_26414.jsonl,aaad5d1f-09be-4876-b599-9748544810fa,{},Ball,Called,{},{},0,3 - 0,4,2,0,0 - 0,1 - 0,
406,anonymized-files-wisd/12345636_26424.jsonl,97095bd3-06af-49d4-8641-8c660e0bbd4f,{},Strike,Foul,{},{},0,4 - 0,4,2,0,2 - 0,0 - 1,
407,anonymized-files-wisd/12345636_26484.jsonl,5fe34b1b-30ac-4941-8f07-f48135784056,{},HitIntoPlay,{},41896f11-de02-47ca-9e86-573cfb441944,{},1,3 - 0,4,0,0,0 - 0,0 - 0,{'mlbId': 174158975}
408,anonymized-files-wisd/12345636_26864.jsonl,a17e37d0-665d-4e73-a986-34851adfe531,{},HitIntoPlay,{},465d7cf5-6603-43cb-9d0b-f296bbf1a118,{},1,5 - 0,6,1,1,1 - 2,0 - 0,{'mlbId': 545569723}
409,anonymized-files-wisd/12345636_26870.jsonl,596cb20e-e1eb-484f-8bb3-c55e44d3373b,{},Strike,Called,{},{},0,5 - 0,7,2,0,0 - 0,0 - 1,
410,anonymized-files-wisd/12345636_27017.jsonl,d0535cd2-4723-48bf-a33c-cb9f47df3034,{},Ball,Called,{},{},0,0 - 0,1,2,0,0 - 0,1 - 0,
411,anonymized-files-wisd/12345636_27062.jsonl,cd1e50b1-d55b-482d-904e-2445c72bfd1e,{},HitIntoPlay,{},e63ce70d-4d73-43d6-bd1c-7b8655045ecc,{},1,2 - 0,3,1,0,2 - 2,0 - 0,{'mlbId': 654287703}
412,anonymized-files-wisd/12345636_27133.jsonl,50854cf9-cc76-4e64-9e05-bf93e9a737c9,{},Strike,Foul,{},{},0,0 - 0,1,0,0,1 - 2,0 - 0,
413,anonymized-files-wisd/12345636_27200.jsonl,5fcd928e-55ce-4459-ac11-ad7c23c1010e,{},Strike,Called,{},{},0,2 - 0,3,1,0,0 - 0,0 - 1,
414,anonymized-files-wisd/12345636_27290.jsonl,70004366-cce8-47b0-b413-f45a99643501,{},Ball,BallInDirt,{},{},0,5 - 0,7,2,0,0 - 2,1 - 0,
415,anonymized-files-wisd/12345636_27549.jsonl,ac983c76-a8ca-4985-885e-768b4418cc4d,{},Ball,Called,{},{},0,0 - 0,1,0,0,0 - 0,1 - 0,
416,anonymized-files-wisd/12345636_27617.jsonl,ac8e72af-858a-4c0b-a36d-f1047e360369,{},Strike,Foul,96a92e17-b382-4af5-b9ef-b10b613c551e,{},1,0 - 0,1,0,0,0 - 0,0 - 1,{'mlbId': 485007791}
417,anonymized-files-wisd/12345636_27620.jsonl,ee7b6546-641e-4c22-94e0-121f003ad771,{},Ball,Called,{},{},0,1 - 0,2,0,0,0 - 0,1 - 0,
418,anonymized-files-wisd/12345636_27694.jsonl,{},{},Pickoff,ThrowToFirst,{},{},0,2 - 0,3,2,0,0 - 0,0 - 0,
419,anonymized-files-wisd/12345636_27879.jsonl,d912d30d-c6ba-4cd8-b115-cd97069b9184,{},Ball,Called,{},{},0,2 - 0,3,0,0,0 - 0,1 - 0,
420,anonymized-files-wisd/12345636_2807.jsonl,ad7d86b0-89e2-43d1-8373-59392dff53fd,{},HitIntoPlay,{},d7fa3509-ee38-4712-89e9-60048dca36b2,{},1,5 - 0,7,2,1,2 - 0,0 - 0,{'mlbId': 590082479}
421,anonymized-files-wisd/12345636_28131.jsonl,be97384b-f9f4-4657-96c3-4ed954e11172,{},Strike,Called,{},{},0,5 - 0,7,0,1,3 - 2,0 - 1,
422,anonymized-files-wisd/12345636_28135.jsonl,35113921-afdb-49a6-823d-4c347ff7f0c7,{},Ball,Called,{},{},0,6 - 1,9,0,0,2 - 0,1 - 0,
423,anonymized-files-wisd/12345636_28220.jsonl,eb5055f7-fc86-403f-8bdb-a40a9273cf09,{},Strike,Called,{},{},0,0 - 0,1,2,0,1 - 0,0 - 1,
424,anonymized-files-wisd/12345636_28366.jsonl,09613812-5231-471b-860e-ab8b5a30b40d,{},Strike,{},{},{},0,6 - 1,8,1,0,0 - 1,0 - 1,
425,anonymized-files-wisd/12345636_28780.jsonl,a4dd7524-f36f-4905-ba98-cb2d42ec9ea4,{},Strike,Called,{},{},0,4 - 0,5,1,0,1 - 1,0 - 1,
426,anonymized-files-wisd/12345636_28808.jsonl,b77c0f25-9aa9-4357-af44-6972675e4541,{},Ball,Called,{},{},0,6 - 1,9,0,0,0 - 0,1 - 0,
427,anonymized-files-wisd/12345636_29608.jsonl,c6084bdd-0dbe-47ec-a820-a78210abd06b,{},Strike,Called,{},{},0,5 - 0,7,0,0,3 - 0,0 - 1,
428,anonymized-files-wisd/12345636_29833.jsonl,3391fbf8-bf22-44c0-b6d0-594927e41773,{},Strike,Called,{},{},0,3 - 0,4,1,0,2 - 1,0 - 1,
429,anonymized-files-wisd/12345636_29910.jsonl,bb020cea-a8c6-431e-a1ce-e730c4776c3d,{},Strike,{},{},{},0,5 - 1,8,1,0,0 - 1,0 - 1,
430,anonymized-files-wisd/12345636_29969.jsonl,629ed301-5a69-4dc1-bdaf-fa97df934f07,{},Ball,Called,{},{},0,2 - 0,3,0,0,2 - 2,1 - 0,
431,anonymized-files-wisd/12345636_3001.jsonl,708fb9e2-0a83-497f-92cb-12513ba0e667,{},HitIntoPlay,{},1a2b950d-b7c7-46f1-aadf-f8c29ddc7da8,{},1,4 - 0,5,0,0,1 - 1,0 - 0,{'mlbId': 849653732}
432,anonymized-files-wisd/12345636_30415.jsonl,daf3ba96-2698-4a9a-a19e-86b7af749917,{},HitIntoPlay,{},0e71dbe8-bde8-4cfd-bd48-ffec312b5211,{},1,2 - 0,3,0,1,2 - 0,0 - 0,{'mlbId': 451871192}
433,anonymized-files-wisd/12345636_30488.jsonl,b19d8e79-0cdf-44ff-bcbb-3bac9c5d15dc,{},Strike,Foul,f2f58c66-ea90-42cb-8d64-2ab98fe5c64a,{},1,2 - 0,3,1,0,2 - 2,0 - 0,{'mlbId': 654287703}
434,anonymized-files-wisd/12345636_30532.jsonl,aa6643c6-41e0-4aeb-be71-c2b549086e84,{},Ball,Called,{},{},0,5 - 0,7,1,0,0 - 0,1 - 0,
435,anonymized-files-wisd/12345636_30712.jsonl,59519c03-e0da-4f4f-ba50-f5d5018fcf7b,{},HitIntoPlay,{},72b2d4d1-b07a-488d-80a6-35281967e2b5,{},1,5 - 0,7,1,1,2 - 2,0 - 0,{'mlbId': 451871192}
436,anonymized-files-wisd/12345636_30800.jsonl,5a92a373-4fde-4f2b-86d1-6e2d940a4db3,{},Ball,Called,{},{},0,2 - 0,4,1,0,3 - 1,1 - 0,
437,anonymized-files-wisd/12345636_30863.jsonl,3b15c3fb-d3c9-4616-82a0-af1217cdbef3,{},Ball,Called,{},{},0,2 - 0,4,2,0,2 - 2,1 - 0,
438,anonymized-files-wisd/12345636_31037.jsonl,0da10a0e-60ec-4714-b086-2001c7c01ed9,{},Ball,Called,{},{},0,0 - 0,1,0,0,1 - 2,1 - 0,
439,anonymized-files-wisd/12345636_3147.jsonl,b2b6d8df-1246-48d1-b169-a5b68e3b6dff,{},Ball,Called,{},{},0,5 - 0,7,1,0,1 - 0,1 - 0,
440,anonymized-files-wisd/12345636_31681.jsonl,30ea9140-d982-4ba1-a0eb-948481e5434d,{},Strike,Called,{},{},0,6 - 2,9,0,0,1 - 0,0 - 1,
