,pitch_id,pitch_type,pitch_result,action,hit_id,stroke,event_len,game_score,inning,inning_outs,play_outs,count_appearance,count_play,batter
171,acf45aeb-ee14-45b5-b95f-867633eef23d,Sinker,Ball,Called,{},{},0,9 - 0,8,1,0,1 - 0,1 - 0,
172,0c2c936a-626f-49c2-9fff-44f2ee7f7621,Slider,HitIntoPlay,{},687498ac-2e3c-4362-8389-57092908e34d,{},1,9 - 0,6,1,0,2 - 2,0 - 0,{'mlbId': 797957728}
173,09939142-b193-4b53-aed9-8e9f34a6a6d3,Curveball,Strike,Foul,129f6a36-2f96-4d61-9ced-e3de20c06c0f,{},1,0 - 0,3,0,0,3 - 1,0 - 1,{'mlbId': 558675411}
174,2058afff-bfde-4292-8ab7-eadb174dd66b,Slider,Ball,Called,{},{},0,9 - 0,6,1,0,1 - 1,1 - 0,
175,e9a6b455-87e5-4310-998d-0d08edd267db,Curveball,Strike,{},{},{},0,9 - 0,6,0,0,0 - 0,0 - 1,
176,bac76be2-8934-4e9e-bdd6-d3de6404d9e0,Sinker,HitIntoPlay,{},d9d1d001-3e66-4eda-aeb6-019cc9f8c230,{},1,6 - 0,4,1,1,1 - 0,0 - 0,{'mlbId': 485007791}
177,0424bad8-a68e-49ff-b6e2-b1cbe61e9de5,Sinker,Strike,Foul,a3d06dc5-d102-4847-a69d-09f3a5d088d1,{},1,9 - 0,8,0,0,0 - 0,0 - 1,{'mlbId': 849653732}
178,01a881b4-bf82-41b8-8395-9e36eb5e0b71,Sinker,Strike,Foul,cf523ae1-fa2f-4401-92d4-7582e8c13713,{},1,0 - 0,3,1,0,1 - 2,0 - 0,{'mlbId': 352830460}
179,a7b8f872-f8f9-4eab-b3cf-e19cdde90192,Sinker,Ball,Called,{},{},0,0 - 0,1,0,0,0 - 0,1 - 0,
180,5aeaee38-5e94-4d9a-b261-953d163f6d4c,Slider,Ball,Called,{},{},0,0 - 0,3,1,0,1 - 1,1 - 0,
181,942b61e5-9b98-4f2b-a75b-a0bcef9c71a0,FourSeamFastball,Strike,Foul,{},{},0,0 - 0,1,1,0,0 - 0,0 - 1,
182,4bd8edcf-cca6-429a-a8c1-6597aec936fa,Sinker,Ball,Called,{},{},0,9 - 0,8,1,0,3 - 1,1 - 0,
183,5f2aa62c-727d-4da3-82ef-0810a75dcba5,Sinker,Ball,Called,{},{},0,9 - 0,8,2,0,0 - 0,1 - 0,
184,350a2df2-0a35-4125-98fe-d3414cdb1d26,Changeup,Strike,Called,{},{},0,9 - 0,8,0,0,1 - 0,0 - 1,
185,57687042-4a7d-49f2-a220-7ab7053ec90b,Sinker,Ball,HitByPitch,{},{},0,2 - 0,3,2,0,2 - 0,1 - 0,
186,42820cea-89d0-4047-b121-2c1419cd4d3c,Cutter,Strike,Called,{},{},0,0 - 0,2,2,0,0 - 0,0 - 1,
187,{},{},Pickoff,ThrowToFirst,{},{},0,0 - 0,3,0,0,1 - 0,0 - 0,
188,b1d833dc-faab-41f5-9564-89ded7df3369,FourSeamFastball,HitIntoPlay,{},d8fca64f-b34b-4721-aac7-73379f34accc,{},1,7 - 0,5,1,0,0 - 2,0 - 0,{'mlbId': 719210239}
189,d9e8d660-7ca7-4196-a667-9d8073657101,Sinker,HitIntoPlay,{},85fc4724-856e-4b48-80d1-39548c1d3b13,{},1,1 - 0,3,1,1,0 - 1,0 - 0,{'mlbId': 797957728}
190,43914046-1868-4b0d-8fd8-c0d725833568,Slider,Ball,Called,{},{},0,9 - 0,7,1,0,1 - 0,1 - 0,
191,4bf4caf7-4d50-4354-9942-f43d21d177f8,Curveball,HitIntoPlay,{},bf077a86-a55d-41bc-b216-f39b08699cc6,{},1,0 - 0,3,0,0,3 - 2,0 - 0,{'mlbId': 558675411}
192,0d7a77c4-3475-4d28-8867-47e6b79595ea,Curveball,Ball,Called,{},{},0,3 - 0,3,2,0,0 - 0,1 - 0,
193,75c0e467-d14f-419b-b59f-61224af068fb,FourSeamFastball,Strike,Foul,4dfab355-cbae-47fb-bb79-f41296ba16ce,{},1,4 - 0,3,2,0,2 - 2,0 - 0,{'mlbId': 805688901}
194,f92cb5b2-e2a0-4ee8-ae0d-55faa9f5dc8d,Cutter,Ball,Called,{},{},0,0 - 0,3,0,0,2 - 0,1 - 0,
195,a1a2ffb8-bd8c-46ed-8f03-4b09c34e9f13,FourSeamFastball,Strike,Called,{},{},0,7 - 0,4,2,0,0 - 0,0 - 1,
196,7d911dfc-e6a0-44f6-9240-a791b1052b5b,Slider,Strike,{},{},{},0,9 - 0,7,2,0,1 - 1,0 - 1,
197,afad37ac-2608-4a94-933e-5ac03303e944,Slider,Ball,Called,{},{},0,9 - 0,9,2,0,0 - 1,1 - 0,
198,def3cdfc-1f04-4d2f-a9ba-5386d01c8dca,Changeup,HitIntoPlay,{},cecd8760-e8c8-416f-98ae-0d407c8ae28b,{},1,0 - 0,2,0,1,0 - 1,0 - 0,{'mlbId': 459722179}
199,7a3e5a8b-d955-411d-87ee-3cc1595aa720,Slider,Strike,Called,{},{},0,9 - 0,6,1,0,0 - 0,0 - 1,
200,4fe48dda-9b39-432e-b4fe-b1126822613c,Sinker,Strike,Foul,a9df485e-4e59-4e4c-a492-f62f2718cb77,{},1,6 - 0,4,0,0,0 - 1,0 - 1,{'mlbId': 223971350}
201,a3076600-ef41-4f1b-843c-18c21a1c4631,FourSeamFastball,HitIntoPlay,{},f73ad04d-6a8c-4faa-a8ad-68ff2bda9bb2,{},1,9 - 0,8,2,0,2 - 0,0 - 0,{'mlbId': 654287703}
202,607e2cc9-e749-4eae-a29d-ba77952b155d,Slider,HitIntoPlay,{},3fb738ab-16f2-4c8b-8519-eab90b9a8c58,{},1,7 - 0,5,1,1,0 - 2,0 - 0,{'mlbId': 505414610}
203,ae84ad01-eec5-475f-95c7-fd2b8bc7cdde,Curveball,Ball,Called,{},{},0,6 - 0,4,0,0,2 - 1,1 - 0,
204,10edf232-08a7-404c-a1a0-7b1d42717642,FourSeamFastball,Strike,Called,{},{},0,9 - 0,8,2,1,2 - 2,0 - 1,
205,5a3ec214-7290-4ac6-b94e-b23ecd4e46e6,Slider,Strike,{},{},{},0,6 - 0,4,1,0,0 - 0,0 - 1,
206,0a3b707b-4af2-4892-8ae0-4dd0b61f92f9,Sinker,Strike,{},{},{},0,2 - 0,3,2,0,0 - 0,0 - 1,
207,0a4b4910-2e2e-46ec-9ef7-b3181544d443,Sinker,Ball,Called,{},{},0,9 - 0,5,2,0,0 - 0,1 - 0,
208,9e58b026-5f23-454b-b2dc-294c73f8a071,Changeup,Strike,Called,{},{},0,9 - 0,7,1,0,1 - 0,0 - 1,
209,0cd7747d-2d22-43f7-9d96-a4158fc94ab7,Sinker,Strike,Foul,b835423b-2e81-4b73-a6ec-9c48cc52e65f,{},1,0 - 0,3,1,0,2 - 2,0 - 0,{'mlbId': 352830460}
210,28c1d33c-9795-4bf6-af83-fbc7cecca5a9,Cutter,Ball,Called,{},{},0,0 - 0,2,1,0,1 - 1,1 - 0,
211,8a7e9e60-864f-4110-8810-2ccb790921ae,FourSeamFastball,Strike,Called,{},{},0,9 - 0,9,2,1,2 - 2,0 - 1,
212,7a307a87-fe77-4c6f-af44-f3fb487c152e,Curveball,Ball,Called,{},{},0,0 - 0,2,2,0,3 - 1,1 - 0,
213,42d218e2-4e46-4878-b1dc-25d274587d7c,Sinker,HitIntoPlay,{},687e2c12-dff4-4580-9226-c111366746e5,{},1,9 - 0,8,0,1,0 - 0,0 - 0,{'mlbId': 765710437}
214,676486ea-2202-4a98-8b6e-a9a358a621c6,Sinker,Strike,Called,{},{},0,9 - 0,8,2,0,3 - 0,0 - 1,
215,b7c8aba1-9600-40e9-8576-a27b93953dd5,Slider,Strike,Called,{},{},0,0 - 0,2,2,0,1 - 1,0 - 1,
216,e1045093-17d4-44fb-9265-6fbcdd1815ab,Changeup,Strike,Called,{},{},0,9 - 0,6,1,0,1 - 0,0 - 1,
217,6bae3d86-d349-4721-ba8f-9184018941ee,Curveball,Ball,Called,{},{},0,9 - 0,8,2,0,0 - 0,1 - 0,
218,1faa5f76-7a60-4b6c-ab69-535a02d2f71e,Slider,Strike,Foul,bd60a84a-cb0f-4dba-88fe-e7bb4ba8c44d,{},1,9 - 0,6,1,0,1 - 0,0 - 1,{'mlbId': 719210239}
219,272dc1e5-9c36-456c-8342-0950ce6e922b,Curveball,Ball,Called,{},{},0,0 - 0,3,1,0,3 - 2,1 - 0,
220,42ac4615-8b26-4e55-97b8-c6d4a3f9e89b,Sinker,HitIntoPlay,{},c3835f90-6098-42e6-86bd-9982393c40be,{},1,9 - 0,8,2,1,1 - 0,0 - 0,{'mlbId': 223971350}
221,cb9f3a98-0bbb-4b4e-b72e-81fe7cf960b6,Slider,Strike,Foul,f3df52a3-ead0-4622-991e-f93329c9f8e3,{},1,7 - 0,5,1,0,0 - 2,0 - 0,{'mlbId': 719210239}
222,bdf67872-ce0c-4924-ba7f-6f401267d823,Slider,Strike,{},{},{},0,7 - 0,5,1,0,0 - 0,0 - 1,
223,95741606-a673-4f2a-9988-7ee1148c5633,Slider,Strike,Foul,2c6145d8-10ca-4c1b-9244-0590883f51c5,{},1,9 - 0,8,0,0,0 - 2,0 - 0,{'mlbId': 849653732}
224,9add967c-5e8d-446a-bdf4-b2c2013c1f77,Cutter,Ball,Called,{},{},0,0 - 0,2,2,0,1 - 2,1 - 0,
225,efc48aee-be83-48a7-95d4-42052efd9400,Sinker,Ball,Called,{},{},0,0 - 0,2,1,0,3 - 1,1 - 0,
226,c37795f3-ba04-41a7-a3da-fbbc131c1118,Cutter,Strike,Called,{},{},0,0 - 0,2,0,1,0 - 2,0 - 1,
227,0ffb30f2-2a24-486b-946f-851ba24becbc,Sinker,Strike,Called,{},{},0,0 - 0,3,1,0,1 - 0,0 - 1,
228,a0d99dd8-c1f3-49e0-b707-4ab9ca64ffd0,Slider,Strike,Foul,1bdfcc3e-c56c-494b-9699-b4af4c8877e6,{},1,7 - 0,5,1,0,0 - 1,0 - 1,{'mlbId': 719210239}
229,1c0b7dfc-2271-4462-848e-69cf608eb968,Sinker,Strike,Foul,4bba763b-ba5c-4f2d-be37-dd7ca07eafae,{},1,9 - 0,8,2,0,0 - 0,0 - 1,{'mlbId': 719210239}
230,f9fd5f4d-d113-409e-9ac7-f331908ede8b,Sinker,Strike,Foul,{},{},0,9 - 0,8,0,0,3 - 2,0 - 0,
231,db458679-8477-4eb1-8666-b03424eb5e78,Sinker,Ball,Called,{},{},0,0 - 0,2,1,0,1 - 1,1 - 0,
232,0ff26131-3075-4bd9-8c57-8cf23c77d54a,Sinker,Strike,{},{},{},0,6 - 0,4,2,0,1 - 0,0 - 1,
233,8725440a-f466-4452-aa95-328bee3b3fd0,Slider,HitIntoPlay,{},b97b174f-bc73-4e93-a508-7ea691f7c9fc,{},1,0 - 0,1,1,1,0 - 1,0 - 0,{'mlbId': 360906992}
234,3fdfa16d-16c9-49b2-8516-86b6a0363d3d,Curveball,Ball,BallInDirt,{},{},0,4 - 0,3,2,0,2 - 2,1 - 0,
235,2a8a9cb1-c375-45a9-ad2c-29c23302975d,Slider,HitIntoPlay,{},fd75a8f4-bc27-4418-b467-a920b055cc73,{},1,9 - 0,6,0,1,1 - 2,0 - 0,{'mlbId': 459722179}
236,19191cdc-6019-4b18-8fa8-27cd3b3d8c7b,FourSeamFastball,HitIntoPlay,{},fd1e4e7d-56c0-4b62-bc13-331722c5b30c,{},1,7 - 0,4,2,1,3 - 2,0 - 0,{'mlbId': 352830460}
237,fb10606a-83c9-4800-b77e-2a8b2ab9b394,Sinker,Strike,Called,{},{},0,6 - 0,4,0,0,0 - 0,0 - 1,
238,3c0e530e-2952-4b70-aa23-c2f2117935ba,Curveball,Ball,Called,{},{},0,0 - 0,3,2,0,0 - 1,1 - 0,
239,7c3621ae-fd77-4580-8d6f-a3604db580ff,Sinker,Ball,Called,{},{},0,0 - 0,1,0,0,0 - 0,1 - 0,
240,d3c3ff5e-e00a-4532-bec3-48edfdf46111,Sinker,Ball,Called,{},{},0,0 - 0,3,1,0,2 - 2,1 - 0,
241,cd883540-b8d0-4079-aa51-9d773422e747,Sinker,HitIntoPlay,{},f69d3b2b-e738-4a02-a970-24f0b1dcce27,{},1,9 - 0,5,2,1,3 - 2,0 - 0,{'mlbId': 849653732}
242,a9723586-4af4-4868-a949-b9b8b5a1b7f2,Changeup,Strike,Foul,{},{},0,7 - 0,5,0,0,1 - 2,0 - 0,
243,607b1efb-19dd-422b-8366-8b9b7b9770e7,FourSeamFastball,Strike,Foul,a0233232-0671-4eb1-add0-75201ce9c1a4,{},1,9 - 0,9,2,0,1 - 2,0 - 0,{'mlbId': 360906992}
244,d683b2e9-609a-4fb9-81bf-3f41457711f2,FourSeamFastball,HitIntoPlay,{},4af97d7c-7e41-4de2-9d9c-ad5fafffa9a1,{},1,6 - 0,4,0,0,1 - 0,0 - 0,{'mlbId': 854238128}
245,45d8422f-b1c3-4a89-8014-9f09d115644b,Curveball,Strike,Called,{},{},0,9 - 0,9,1,0,0 - 1,0 - 1,
246,13359a63-665c-4539-95f6-7a992898ea02,Slider,Ball,Called,{},{},0,7 - 0,5,1,0,1 - 1,1 - 0,
247,98b23eba-bc07-450b-96c3-17a479f858b0,Slider,Ball,Called,{},{},0,9 - 0,6,2,0,2 - 2,1 - 0,
248,93653da7-12c5-43af-b929-0ee86b14224e,Sinker,Ball,Called,{},{},0,0 - 0,2,1,0,2 - 1,1 - 0,
249,e2afe17b-e8f6-43bb-8cc7-5c9f479c85c8,Slider,Ball,BallInDirt,{},{},0,7 - 0,5,2,0,2 - 2,1 - 0,
250,7012ca5b-bde3-4133-96f2-3397a4af6ef5,Slider,Ball,Called,{},{},0,9 - 0,7,1,0,0 - 0,1 - 0,
251,0c350d87-3cbf-4726-90cf-e23e3930c5de,Cutter,Strike,Foul,601cb936-6b8d-4bb9-b90e-3cee514ed191,{},1,1 - 0,3,1,0,0 - 0,0 - 1,{'mlbId': 797957728}
252,656d8de2-e47b-4aa5-9f92-19959a7f51a4,Sinker,Strike,Foul,c8a96de6-f73d-4a25-82f9-08ef21e81268,{},1,0 - 0,1,0,0,1 - 0,0 - 1,{'mlbId': 412098649}
253,cee6eb42-63f1-4eb6-8284-69e72e4159f6,Changeup,Strike,Called,{},{},0,9 - 0,6,1,0,0 - 0,0 - 1,
254,028860ef-0272-43bb-a46b-eb7b83845b58,FourSeamFastball,Ball,Called,{},{},0,0 - 0,2,2,0,2 - 2,1 - 0,
255,7ca2cee9-11e0-4de2-a8f0-9132a01e8163,FourSeamFastball,Strike,Foul,{},{},0,7 - 0,5,0,0,0 - 0,0 - 1,
256,336b6cb2-033a-4332-ac47-7ae5d84a2a47,Slider,Strike,Foul,7804ac26-6ecf-4bf9-833e-5726918a8515,{},1,9 - 0,9,2,0,2 - 2,0 - 0,{'mlbId': 360906992}
257,2f8cfefb-0c53-4507-a7b5-d380d050ef94,Sinker,Strike,{},{},{},0,9 - 0,8,0,0,1 - 1,0 - 1,
258,b2144783-3442-4f15-8572-8410067291a5,Curveball,HitIntoPlay,{},8af2a2a6-894a-4bae-b677-39f5191f6bcb,{},1,0 - 0,2,2,1,0 - 2,0 - 0,{'mlbId': 485007791}
259,f287f989-53af-444f-ae9b-7a1f7f797251,Slider,Ball,BallInDirt,{},{},0,6 - 0,4,1,0,0 - 1,1 - 0,
260,89aa00e2-f810-4750-a531-ff27b7a7e486,Curveball,Strike,{},{},{},0,0 - 0,1,2,0,0 - 0,0 - 1,
261,1272e70d-14e5-45c3-a1d9-e3b40fce59cd,Sinker,Strike,Called,{},{},0,9 - 0,8,0,0,0 - 1,0 - 1,
262,0ad6d33c-b158-439d-bbf2-2c4a35aed525,Sinker,HitIntoPlay,{},a7f14e68-7bf2-48ff-a49e-ba044680eb5a,{},1,7 - 0,5,0,0,0 - 0,0 - 0,{'mlbId': 360906992}
263,b399ec13-6ecc-450c-bdb6-df56da3aaa85,Cutter,Strike,Foul,5029b625-927b-4abb-875e-a7ba770b3c22,{},1,0 - 0,1,2,0,0 - 0,0 - 1,{'mlbId': 797957728}
264,fa63174b-1c69-4c65-8b46-06965b12274d,Curveball,Strike,{},{},{},0,0 - 0,2,2,0,0 - 1,0 - 1,
265,83a06b35-347d-4feb-9df1-0f5929f7bf4a,Sinker,Strike,{},{},{},0,6 - 0,4,0,0,0 - 0,0 - 1,
266,1b4c3be7-3030-404b-9769-9ffca9a327ec,Slider,Ball,Called,{},{},0,6 - 0,4,1,0,0 - 0,1 - 0,
267,9b49de11-5807-474a-9756-96be4bd450a5,Changeup,Strike,Called,{},{},0,9 - 0,7,2,0,0 - 0,0 - 1,
268,9dc55cd8-cd6e-4494-a528-95174f790306,Curveball,Strike,Called,{},{},0,0 - 0,3,0,0,2 - 0,0 - 1,
269,03fd9d29-727d-4494-86c8-476c0732fb84,Curveball,Strike,Called,{},{},0,0 - 0,3,1,0,0 - 0,0 - 1,
270,5e16cef3-2261-4483-91b6-f3a94bfa6b0b,Sinker,Ball,HitByPitch,{},{},0,0 - 0,2,1,0,1 - 0,1 - 0,
271,2a0008f3-8740-45ad-bcba-c939269be7fc,Slider,Strike,Called,{},{},0,9 - 0,7,0,0,0 - 0,0 - 1,
272,77a95668-7783-4f39-b016-8b497b8da65d,Slider,Ball,Called,{},{},0,7 - 0,5,2,0,0 - 1,1 - 0,
273,50e27f5c-f9c9-4a31-8f5e-f43de61844d4,FourSeamFastball,HitIntoPlay,{},be40d556-8c6b-407d-a6d2-08a0360ade16,{},1,9 - 0,9,0,1,0 - 1,0 - 0,{'mlbId': 485007791}
274,a23b9415-e62d-4847-908f-7cc03340ebf1,Slider,Strike,Called,{},{},0,6 - 0,4,0,0,0 - 0,0 - 1,
275,8423c26e-de73-4df7-88c7-692d5ce253e3,Changeup,HitIntoPlay,{},{},{},0,2 - 0,3,2,0,0 - 1,0 - 0,
276,ccbcaeee-fc79-42db-856f-9465db67be00,Curveball,Strike,{},{},{},0,0 - 0,1,0,0,2 - 1,0 - 1,
277,1e134264-681a-4153-91a2-ecf9f12b23b3,Slider,Strike,Called,{},{},0,9 - 0,6,0,0,0 - 0,0 - 1,
278,7d930164-b44f-400b-9211-a03cb97dc2a1,Sinker,HitIntoPlay,{},{},{},0,9 - 0,6,1,0,0 - 0,0 - 0,
279,62b6042d-89e1-4573-93a1-77a94df5faf4,Curveball,Ball,Called,{},{},0,0 - 0,2,1,0,0 - 0,1 - 0,
280,8c89200f-6a1d-4572-a35a-afc97ef73977,Slider,Ball,Called,{},{},0,7 - 0,5,0,0,0 - 2,1 - 0,
281,bb03885f-bb1c-48f3-8601-5187b38ea8f2,Sinker,Strike,{},{},{},0,9 - 0,8,2,0,1 - 1,0 - 1,
282,0446bf99-d748-4e31-9017-51914e6d2ac1,Slider,Strike,{},{},{},0,7 - 0,5,2,0,1 - 0,0 - 1,
283,bc1f17f7-8f3f-49c4-93bd-c16a7352c211,Sinker,Ball,Called,{},{},0,9 - 0,5,2,0,1 - 0,1 - 0,
284,e49f766b-8741-43d8-9c92-8dff551f0827,Changeup,Strike,Called,{},{},0,9 - 0,6,2,0,2 - 0,0 - 1,
285,4f2259a0-2bbf-45a7-9ff2-b1d572542005,FourSeamFastball,Ball,Called,{},{},0,6 - 0,4,0,0,0 - 1,1 - 0,
286,84f189a5-98fd-478d-b982-e8032a1f14bf,FourSeamFastball,HitIntoPlay,{},1a7f5cfe-4838-4db0-ad08-a5be97749d79,{},1,6 - 0,4,1,1,1 - 2,0 - 0,{'mlbId': 412098649}
287,31d28cee-8503-4552-ab40-a6bc48241578,Slider,Ball,Called,{},{},0,9 - 0,5,2,0,2 - 1,1 - 0,
288,86f18ca8-3b22-40bc-a830-04d73a06bd72,Sinker,Ball,Called,{},{},0,9 - 0,8,0,0,2 - 2,1 - 0,
289,43c27fc8-6628-44d7-88a2-5c4b90c8a981,Slider,Strike,Foul,3622c91b-e3b5-46e4-a17a-f1643dd88661,{},1,9 - 0,7,2,0,1 - 2,0 - 0,{'mlbId': 360906992}
290,01d3cb1d-00c1-4bfb-8527-e07d35029baa,Sinker,Ball,Called,{},{},0,0 - 0,2,2,0,0 - 0,1 - 0,
291,82539a40-0f3b-4651-8bbf-c7581365d3eb,Curveball,Ball,BallInDirt,{},{},0,2 - 0,3,2,0,0 - 0,1 - 0,
292,070e16d6-c6d3-47bc-80d3-1c121f6f2ad9,Sinker,Ball,Called,{},{},0,0 - 0,3,0,0,3 - 0,1 - 0,
293,71ff49cd-6b23-4d99-ade5-ea3a7242229d,Sinker,Ball,Called,{},{},0,0 - 0,3,0,0,0 - 1,1 - 0,
294,f6d4d0f0-3c32-4be7-a45f-3d7602f7077d,Sinker,Ball,Called,{},{},0,0 - 0,3,1,0,0 - 0,1 - 0,
295,f19f00e3-b86d-4916-9db3-c180fd5cabad,Changeup,Ball,Called,{},{},0,0 - 0,3,1,0,0 - 0,1 - 0,
296,35599748-9823-46d1-8426-f66e87af00b0,Sinker,Strike,Foul,a39f573a-8043-41fb-8ddc-56c223c4199b,{},1,0 - 0,1,2,0,1 - 2,0 - 0,{'mlbId': 797957728}
297,b41565fb-679a-4bcd-a7ca-a95c175fff8b,Sinker,Strike,FoulTip,{},{},0,9 - 0,8,0,1,3 - 2,0 - 1,
298,afc00eb1-0f89-453f-980e-ebf3944b6a5d,Slider,HitIntoPlay,{},51f59abb-a2a9-41cf-ac1c-06a88b0a8e28,{},1,9 - 0,7,1,1,3 - 2,0 - 0,{'mlbId': 558675411}
299,63f6ce69-8fd3-40d1-99d4-703546d41898,Slider,Strike,Foul,{},{},0,7 - 0,5,2,0,2 - 2,0 - 0,
300,9e026639-f5a0-463b-83cd-38e29f52052b,Curveball,Ball,Called,{},{},0,0 - 0,1,0,0,1 - 1,1 - 0,
301,8cdc9935-d461-4ef3-abe3-fc221cd8fd2c,Slider,Ball,HitByPitch,{},{},0,9 - 0,6,1,0,0 - 1,1 - 0,
302,47b60f8d-56c2-4004-92c7-ba621bb2675d,Curveball,Strike,{},{},{},0,0 - 0,3,1,1,0 - 2,0 - 1,
303,ff275faa-fe1a-4201-9295-d0e20d439f71,Sinker,Strike,FoulTip,{},{},0,0 - 0,2,1,0,1 - 0,0 - 1,
304,38283cc9-0650-4409-b843-3edb11c2fc50,Cutter,Ball,Called,{},{},0,0 - 0,2,1,0,0 - 0,1 - 0,
305,03e29fec-3e07-488d-94a4-e6c23674154d,Slider,Ball,Called,{},{},0,9 - 0,9,2,0,1 - 2,1 - 0,
306,eb711b9b-4a94-45ec-835a-3f5d2a3a9ae5,FourSeamFastball,HitIntoPlay,{},717670f1-86e2-465b-a8cf-46a41d860b2d,{},1,9 - 0,7,2,1,1 - 2,0 - 0,{'mlbId': 360906992}
307,de300165-0f3c-475f-86db-37078a7079ee,Slider,HitIntoPlay,{},449037c4-b0b3-4786-83f4-578092ef14b2,{},1,9 - 0,6,1,1,0 - 1,0 - 0,{'mlbId': 474808052}
308,f6ae6cbc-afb2-47f1-b659-774671fecbe1,Sinker,Strike,{},{},{},0,7 - 0,5,0,1,3 - 2,0 - 1,
309,51e24e76-41af-49db-a900-58a91fbb1965,Sinker,Ball,Called,{},{},0,2 - 0,3,2,0,1 - 0,1 - 0,
310,11d88ece-2b9e-4f76-8c80-36bb2523abe3,Slider,Strike,{},{},{},0,7 - 0,5,0,1,1 - 2,0 - 1,
311,da0a14ee-91e0-4924-ad9a-2d39318ef7de,FourSeamFastball,Strike,Called,{},{},0,9 - 0,7,0,1,2 - 2,0 - 1,
312,ad7f09a0-4cd4-45bf-8893-af24e5199e77,{},Strike,{},{},{},0,5 - 0,7,2,0,0 - 1,0 - 1,
313,327468f2-3982-44d2-86c4-b0db13bc32f1,{},Strike,Called,{},{},0,2 - 0,3,1,0,0 - 1,0 - 1,
314,41ed9163-1353-4a6f-8d1a-591f542dde85,{},Strike,Foul,4044b8ad-4b13-4e15-bf57-98a1d20f0f23,{},1,6 - 3,9,2,0,0 - 1,0 - 1,{'mlbId': 474808052}
315,6f15c7fa-df4c-41bd-aa50-dc28eb6237c3,{},Ball,Called,{},{},0,5 - 0,7,0,0,2 - 0,1 - 0,
316,1dad5857-04ab-46cd-8131-ecdf05fee0fa,{},Ball,Called,{},{},0,3 - 0,4,2,0,1 - 0,1 - 0,
317,f7869846-8a10-4ea2-96b1-10321bec884c,{},HitIntoPlay,{},a82ae631-bec6-433e-a7ae-330f32a348c8,{},1,5 - 1,8,1,0,0 - 2,0 - 0,{'mlbId': 174158975}
318,71b0da2c-6e2e-496f-b748-658969fe5859,{},Strike,Called,{},{},0,1 - 0,2,0,0,0 - 1,0 - 1,
319,7957eaea-331b-4b2a-b8d5-8e6c488433bc,{},Strike,Foul,421f01fd-2278-4e66-9031-f2ef18f4bdbc,{},1,6 - 3,9,1,0,0 - 2,0 - 0,{'mlbId': 485007791}
320,a91648e2-d0ad-483e-ab29-7ad121608365,{},Strike,Foul,9fb1c82f-904c-4989-b70c-0f6bc7266c92,{},1,2 - 0,4,2,0,2 - 2,0 - 0,{'mlbId': 459722179}
321,fd53dbd9-6a53-46d7-ab3e-c73bf1a826ea,{},Ball,Called,{},{},0,1 - 0,2,2,0,2 - 2,1 - 0,
322,3d6d0aed-eb37-4b88-90e6-9c0daece390b,{},Strike,{},{},{},0,6 - 1,8,2,0,0 - 0,0 - 1,
323,db82ba8f-d64d-40ee-a7f8-cdc672515ff3,{},Strike,Called,{},{},0,2 - 0,2,1,0,0 - 1,0 - 1,
324,48adb0f4-6055-4e0a-a308-1a98eba58203,{},HitIntoPlay,{},ca663ed8-d834-4957-93db-e98c28270b6a,{},1,5 - 0,8,0,0,0 - 0,0 - 0,{'mlbId': 485007791}
325,a4b3779b-1fbf-4b28-87b6-8dfe8b061647,{},Strike,FoulTip,{},{},0,4 - 0,5,0,1,0 - 2,0 - 1,
326,6de1eb51-9dc4-40a4-8ae8-c4a8a4a32a58,{},Ball,Called,{},{},0,2 - 0,3,1,0,0 - 2,1 - 0,
327,fe001d90-8e80-49d3-abc0-c8f966228186,{},Strike,Foul,44426b95-8770-4dd9-8268-bec23dd9eb44,{},1,2 - 0,4,2,0,3 - 2,0 - 0,{'mlbId': 290569727}
328,548225d2-01dc-4c41-9f2e-aa68617010be,{},Ball,Called,{},{},0,5 - 1,8,1,0,0 - 0,1 - 0,
329,3f86c240-59de-467f-81d6-c704b1eed529,{},Strike,Called,{},{},0,2 - 0,4,2,1,3 - 2,0 - 1,
330,6239ce01-896a-4812-b83f-1a3a3db99546,{},Strike,Foul,{},{},0,4 - 0,5,0,0,1 - 2,0 - 0,
331,c144ba94-df74-4813-a9b8-7e6a87c8bc33,{},HitIntoPlay,{},af219680-da54-4e43-8ea5-3ea020f3bc2d,{},1,2 - 0,3,1,1,1 - 0,0 - 0,{'mlbId': 223971350}
332,5e10f6d2-5498-44d0-b8ac-3a8c04f827d2,{},Ball,Called,{},{},0,1 - 0,2,1,0,1 - 2,1 - 0,
333,7a35947e-559d-431e-9a7f-f5d722d33d29,{},Strike,Called,{},{},0,1 - 0,2,1,1,2 - 2,0 - 1,
334,81116cbb-6b7a-48da-8da5-27eb52fc71d5,{},HitIntoPlay,{},8ae0d741-a57b-4dac-bda8-4bf47c3bde99,{},1,5 - 0,5,2,1,0 - 2,0 - 0,{'mlbId': 719210239}
335,c012e9c4-26ab-4042-ad9e-1058bdf63665,{},Strike,{},{},{},0,5 - 0,8,0,0,1 - 1,0 - 1,
336,a9f675e3-475a-4db0-9e61-a4851296d912,{},Ball,Called,{},{},0,5 - 0,7,1,0,0 - 1,1 - 0,
337,43df7f6e-54ae-4e37-98d4-79ba387222d0,{},Strike,Called,{},{},0,5 - 0,6,0,0,0 - 0,0 - 1,
